Date,Sentiment_score
2018-11-14,0.3875948546307536
2019-10-19,0.015815989180282486
2019-03-17,0.14011202475901685
2019-11-13,0.5510740601216909
2019-07-27,0.02125258142336861
2018-11-12,0.0776240007553497
2018-10-17,0.05032431325344078
2019-10-18,0.004790626178419188
2019-07-07,0.34527869128694627
2019-12-07,0.050805129347077725
2019-02-06,0.5184688295992714
2018-12-28,0.14149774060115305
2019-08-28,0.12743629944007429
2018-11-09,0.06636578308098251
2019-02-20,0.38103050055710075
2019-02-09,0.3810270923581811
2019-06-10,0.25571616033721367
2019-09-02,0.13854085717548514
2019-05-17,0.5275217937199841
2019-12-08,0.19971226972908238
2019-01-27,0.27993673943725
2019-11-26,0.136710074809905
2019-04-30,0.6896041864104063
2019-09-30,0.3393023541654756
2019-06-25,0.3014485761324295
2019-04-14,0.1484626681448714
2019-11-20,0.007606505781436748
2019-11-30,0.23933059147020685
2018-11-15,0.2001422992705996
